team,stat,value,class,table,target,league,country,season
vs. Huracán,Desp.,235.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Independiente,Desp.,270.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Desp.,237.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Instituto,Desp.,278.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Lanús,Desp.,224.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Desp.,293.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Platense,Desp.,376.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Desp.,313.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. River Plate,Desp.,341.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Desp.,234.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Desp.,321.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Desp.,283.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Talleres,Desp.,243.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Tigre,Desp.,224.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Unión,Desp.,311.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Desp.,218.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Banfield,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Err,4.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Err,4.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Err,4.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Huracán,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Independiente,Err,0.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Err,6.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Instituto,Err,4.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Lanús,Err,7.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Err,0.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Platense,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. River Plate,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Err,3.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Err,1.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Talleres,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Tigre,Err,0.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Unión,Err,6.0,,Defense,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Err,2.0,,Defense,Against,Liga Profesional,Argentina,2024
Arg Juniors,PL,29.0,,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,PL,26.0,,Possession,For,Liga Profesional,Argentina,2024
Banfield,PL,34.0,,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,PL,27.0,,Possession,For,Liga Profesional,Argentina,2024
Belgrano,PL,33.0,,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,PL,36.0,,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PL,37.0,,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,PL,32.0,,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,PL,29.0,,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,PL,31.0,,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,PL,35.0,,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,PL,33.0,,Possession,For,Liga Profesional,Argentina,2024
Huracán,PL,27.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente,PL,31.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,PL,35.0,,Possession,For,Liga Profesional,Argentina,2024
Instituto,PL,22.0,,Possession,For,Liga Profesional,Argentina,2024
Lanús,PL,30.0,,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,PL,36.0,,Possession,For,Liga Profesional,Argentina,2024
Platense,PL,32.0,,Possession,For,Liga Profesional,Argentina,2024
Racing Club,PL,29.0,,Possession,For,Liga Profesional,Argentina,2024
River Plate,PL,36.0,,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,PL,30.0,,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,PL,34.0,,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,PL,35.0,,Possession,For,Liga Profesional,Argentina,2024
Talleres,PL,31.0,,Possession,For,Liga Profesional,Argentina,2024
Tigre,PL,31.0,,Possession,For,Liga Profesional,Argentina,2024
Unión,PL,25.0,,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,PL,31.0,,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,Pos.,60.8,,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,Pos.,46.6,,Possession,For,Liga Profesional,Argentina,2024
Banfield,Pos.,46.8,,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,Pos.,50.9,,Possession,For,Liga Profesional,Argentina,2024
Belgrano,Pos.,51.2,,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,Pos.,55.8,,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Pos.,57.9,,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,Pos.,54.4,,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,Pos.,34.2,,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,Pos.,59.2,,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,Pos.,49.3,,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,Pos.,48.7,,Possession,For,Liga Profesional,Argentina,2024
Huracán,Pos.,46.8,,Possession,For,Liga Profesional,Argentina,2024
Independiente,Pos.,47.9,,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,Pos.,43.8,,Possession,For,Liga Profesional,Argentina,2024
Instituto,Pos.,45.0,,Possession,For,Liga Profesional,Argentina,2024
Lanús,Pos.,42.9,,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,Pos.,50.0,,Possession,For,Liga Profesional,Argentina,2024
Platense,Pos.,41.0,,Possession,For,Liga Profesional,Argentina,2024
Racing Club,Pos.,55.4,,Possession,For,Liga Profesional,Argentina,2024
River Plate,Pos.,67.3,,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,Pos.,51.1,,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,Pos.,57.3,,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,Pos.,32.6,,Possession,For,Liga Profesional,Argentina,2024
Talleres,Pos.,53.3,,Possession,For,Liga Profesional,Argentina,2024
Tigre,Pos.,51.9,,Possession,For,Liga Profesional,Argentina,2024
Unión,Pos.,47.3,,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,Pos.,51.3,,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Banfield,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Belgrano,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,90 s,11.0,,Possession,For,Liga Profesional,Argentina,2024
Huracán,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Instituto,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Lanús,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Platense,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Racing Club,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
River Plate,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,90 s,11.0,,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Talleres,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Tigre,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Unión,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,90 s,12.0,,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,Toques,7714.0,,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,Toques,6310.0,,Possession,For,Liga Profesional,Argentina,2024
Banfield,Toques,5767.0,,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,Toques,6816.0,,Possession,For,Liga Profesional,Argentina,2024
Belgrano,Toques,6710.0,,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,Toques,7125.0,,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Toques,7381.0,,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,Toques,6960.0,,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,Toques,5067.0,,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,Toques,7768.0,,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,Toques,6572.0,,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,Toques,5789.0,,Possession,For,Liga Profesional,Argentina,2024
Huracán,Toques,6411.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente,Toques,5810.0,,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,Toques,5515.0,,Possession,For,Liga Profesional,Argentina,2024
Instituto,Toques,5752.0,,Possession,For,Liga Profesional,Argentina,2024
Lanús,Toques,5939.0,,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,Toques,6076.0,,Possession,For,Liga Profesional,Argentina,2024
Platense,Toques,5416.0,,Possession,For,Liga Profesional,Argentina,2024
Racing Club,Toques,6899.0,,Possession,For,Liga Profesional,Argentina,2024
River Plate,Toques,9066.0,,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,Toques,6707.0,,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,Toques,6444.0,,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,Toques,4774.0,,Possession,For,Liga Profesional,Argentina,2024
Talleres,Toques,7001.0,,Possession,For,Liga Profesional,Argentina,2024
Tigre,Toques,7165.0,,Possession,For,Liga Profesional,Argentina,2024
Unión,Toques,6058.0,,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,Toques,6629.0,,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,Def. pen.,574.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,Def. pen.,613.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Banfield,Def. pen.,668.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,Def. pen.,871.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Belgrano,Def. pen.,745.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,Def. pen.,719.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Def. pen.,631.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,Def. pen.,793.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,Def. pen.,729.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,Def. pen.,623.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,Def. pen.,638.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,Def. pen.,623.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Huracán,Def. pen.,650.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente,Def. pen.,652.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,Def. pen.,602.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Instituto,Def. pen.,591.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Lanús,Def. pen.,736.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,Def. pen.,640.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Platense,Def. pen.,457.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Racing Club,Def. pen.,608.0,Toques,Possession,For,Liga Profesional,Argentina,2024
River Plate,Def. pen.,577.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,Def. pen.,611.0,Toques,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,Def. pen.,531.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,Def. pen.,754.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Talleres,Def. pen.,629.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Tigre,Def. pen.,744.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Unión,Def. pen.,606.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,Def. pen.,709.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,3.º def.,2123.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º def.,1899.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Banfield,3.º def.,2008.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,3.º def.,2580.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Belgrano,3.º def.,2229.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,3.º def.,2495.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º def.,2088.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,3.º def.,2411.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º def.,1747.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,3.º def.,2115.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º def.,1902.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,3.º def.,1952.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Huracán,3.º def.,2233.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente,3.º def.,1932.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º def.,1860.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Instituto,3.º def.,1850.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Lanús,3.º def.,2111.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,3.º def.,1957.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Platense,3.º def.,1624.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Racing Club,3.º def.,1988.0,Toques,Possession,For,Liga Profesional,Argentina,2024
River Plate,3.º def.,2241.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,3.º def.,2258.0,Toques,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,3.º def.,1737.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,3.º def.,1903.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Talleres,3.º def.,2117.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Tigre,3.º def.,2192.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Unión,3.º def.,1911.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,3.º def.,2192.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,3.º cent.,3738.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º cent.,2869.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Banfield,3.º cent.,2521.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,3.º cent.,3146.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Belgrano,3.º cent.,3087.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,3.º cent.,3292.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º cent.,3841.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,3.º cent.,3133.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º cent.,2041.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,3.º cent.,3985.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º cent.,2923.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,3.º cent.,2625.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Huracán,3.º cent.,2919.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente,3.º cent.,2586.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º cent.,2472.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Instituto,3.º cent.,2518.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Lanús,3.º cent.,2656.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,3.º cent.,2846.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Platense,3.º cent.,2377.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Racing Club,3.º cent.,3240.0,Toques,Possession,For,Liga Profesional,Argentina,2024
River Plate,3.º cent.,4547.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,3.º cent.,3163.0,Toques,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,3.º cent.,3184.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,3.º cent.,1861.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Talleres,3.º cent.,3382.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Tigre,3.º cent.,3485.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Unión,3.º cent.,2694.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,3.º cent.,2911.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Arg Juniors,3.º ataq.,1919.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Atlé Tucumán,3.º ataq.,1606.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Banfield,3.º ataq.,1304.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Barracas Central,3.º ataq.,1180.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Belgrano,3.º ataq.,1461.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Boca Juniors,3.º ataq.,1392.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,3.º ataq.,1528.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Defensa y Just,3.º ataq.,1488.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Deportivo Riestra,3.º ataq.,1332.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Estudiantes,3.º ataq.,1741.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Gimnasia–LP,3.º ataq.,1829.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Godoy Cruz,3.º ataq.,1290.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Huracán,3.º ataq.,1321.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente,3.º ataq.,1353.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,3.º ataq.,1247.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Instituto,3.º ataq.,1443.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Lanús,3.º ataq.,1240.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Newell's OB,3.º ataq.,1343.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Platense,3.º ataq.,1469.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Racing Club,3.º ataq.,1744.0,Toques,Possession,For,Liga Profesional,Argentina,2024
River Plate,3.º ataq.,2355.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Rosario Central,3.º ataq.,1365.0,Toques,Possession,For,Liga Profesional,Argentina,2024
San Lorenzo,3.º ataq.,1598.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Sarmiento,3.º ataq.,1065.0,Toques,Possession,For,Liga Profesional,Argentina,2024
Talleres,3.º ataq.,1567.0,Toques,Possession,For,Liga Profesional,Argentina,2024
