team,stat,value,class,target,table,league,country,season
vs. Independiente,Cmp,1286.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Cmp,1522.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Instituto,Cmp,1305.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Lanús,Cmp,1658.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Newell's OB,Cmp,1192.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Platense,Cmp,1595.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Racing Club,Cmp,1286.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. River Plate,Cmp,908.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Rosario Central,Cmp,1258.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. San Lorenzo,Cmp,841.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Sarmiento,Cmp,2338.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Talleres,Cmp,1459.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Tigre,Cmp,1357.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Unión,Cmp,1414.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Cmp,1283.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Arg Juniors,Int.,1386.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Int.,1848.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Banfield,Int.,1683.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Barracas Central,Int.,1607.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Belgrano,Int.,1657.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Boca Juniors,Int.,1533.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Int.,1426.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Defensa y Just,Int.,1483.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Int.,2595.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Estudiantes,Int.,1424.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Int.,1635.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Int.,1626.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Huracán,Int.,1970.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Independiente,Int.,1600.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Int.,1831.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Instituto,Int.,1592.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Lanús,Int.,1928.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Newell's OB,Int.,1467.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Platense,Int.,1895.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Racing Club,Int.,1546.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. River Plate,Int.,1170.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Rosario Central,Int.,1583.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. San Lorenzo,Int.,1089.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Sarmiento,Int.,2683.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Talleres,Int.,1665.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Tigre,Int.,1643.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Unión,Int.,1682.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Int.,1594.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Arg Juniors,% Cmp,79.4,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,% Cmp,81.4,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Banfield,% Cmp,84.3,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Barracas Central,% Cmp,82.3,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Belgrano,% Cmp,86.3,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Boca Juniors,% Cmp,86.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,% Cmp,83.7,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Defensa y Just,% Cmp,82.9,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,% Cmp,87.4,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Estudiantes,% Cmp,79.4,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,% Cmp,81.7,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Godoy Cruz,% Cmp,83.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Huracán,% Cmp,85.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Independiente,% Cmp,80.4,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,% Cmp,83.1,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Instituto,% Cmp,82.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Lanús,% Cmp,86.0,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Newell's OB,% Cmp,81.3,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Platense,% Cmp,84.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Racing Club,% Cmp,83.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. River Plate,% Cmp,77.6,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Rosario Central,% Cmp,79.5,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. San Lorenzo,% Cmp,77.2,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Sarmiento,% Cmp,87.1,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Talleres,% Cmp,87.6,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Tigre,% Cmp,82.6,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Unión,% Cmp,84.1,Cortos,Against,Passing,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,% Cmp,80.5,Cortos,Against,Passing,Liga Profesional,Argentina,2024
